4.978737984105738867e+00 -1.000000000000000000e+00
6.240893199201457797e+00 -1.000000000000000000e+00
5.867557990149967040e+00 -1.000000000000000000e+00
3.022722120123589207e+00 -1.000000000000000000e+00
4.950088417525589257e+00 -1.000000000000000000e+00
3.848642791702302279e+00 -1.000000000000000000e+00
3.896781148206442058e+00 -1.000000000000000000e+00
4.410598501938371996e+00 -1.000000000000000000e+00
4.144043571160877626e+00 -1.000000000000000000e+00
5.454273506962975304e+00 -1.000000000000000000e+00
4.761037725146993083e+00 -1.000000000000000000e+00
4.121675016492828192e+00 -1.000000000000000000e+00
4.443863232745425940e+00 -1.000000000000000000e+00
4.333674327374266610e+00 -1.000000000000000000e+00
5.494079073157606352e+00 -1.000000000000000000e+00
3.794841736234199292e+00 -1.000000000000000000e+00
4.313067701650901142e+00 -1.000000000000000000e+00
3.145904260698275223e+00 -1.000000000000000000e+00
1.447010184165921309e+00 -1.000000000000000000e+00
4.653618595440360828e+00 -1.000000000000000000e+00
4.864436198859506177e+00 -1.000000000000000000e+00
3.257834979593558167e+00 -1.000000000000000000e+00
6.269754623987607189e+00 -1.000000000000000000e+00
2.545634325401235465e+00 -1.000000000000000000e+00
4.045758517301446311e+00 -1.000000000000000000e+00
3.812816149974166180e+00 -1.000000000000000000e+00
5.532779214358457764e+00 -1.000000000000000000e+00
5.469358769900285466e+00 -1.000000000000000000e+00
4.154947425696915886e+00 -1.000000000000000000e+00
4.378162519602173397e+00 -1.000000000000000000e+00
3.112214252369887468e+00 -1.000000000000000000e+00
2.019203531776073035e+00 -1.000000000000000000e+00
3.652087850673847225e+00 -1.000000000000000000e+00
4.156348969103979663e+00 -1.000000000000000000e+00
5.230290680727720520e+00 -1.000000000000000000e+00
5.202379848784411287e+00 -1.000000000000000000e+00
3.612673182592047727e+00 -1.000000000000000000e+00
3.697697249424664268e+00 -1.000000000000000000e+00
2.951447034932907165e+00 -1.000000000000000000e+00
2.579982062821025046e+00 -1.000000000000000000e+00
2.293729809374987383e+00 -1.000000000000000000e+00
5.950775395231789666e+00 -1.000000000000000000e+00
3.490347818248346279e+00 -1.000000000000000000e+00
3.561925698388813455e+00 -1.000000000000000000e+00
2.747204639950073801e+00 -1.000000000000000000e+00
4.777490355831909952e+00 -1.000000000000000000e+00
2.386102152442048485e+00 -1.000000000000000000e+00
3.787259719786031376e+00 -1.000000000000000000e+00
3.104533438806324597e+00 -1.000000000000000000e+00
4.386902497859262340e+00 -1.000000000000000000e+00
3.489194862431126865e+00 -1.000000000000000000e+00
2.819367815877587891e+00 -1.000000000000000000e+00
3.971817771661345198e+00 -1.000000000000000000e+00
4.428331870530417547e+00 -1.000000000000000000e+00
4.066517222383168040e+00 -1.000000000000000000e+00
4.302471897739781781e+00 -1.000000000000000000e+00
3.365677906319036516e+00 -1.000000000000000000e+00
3.637258834012861985e+00 -1.000000000000000000e+00
3.327539552224048958e+00 -1.000000000000000000e+00
3.640446838459458601e+00 -1.000000000000000000e+00
3.186853717955545839e+00 -1.000000000000000000e+00
2.273717397668323148e+00 -1.000000000000000000e+00
4.177426142253752417e+00 -1.000000000000000000e+00
3.598219063791737948e+00 -1.000000000000000000e+00
2.369801653033955624e+00 -1.000000000000000000e+00
4.462782255525774566e+00 -1.000000000000000000e+00
3.092701635616757816e+00 -1.000000000000000000e+00
4.051945395796138882e+00 -1.000000000000000000e+00
4.729090562177536761e+00 -1.000000000000000000e+00
4.128982910757410529e+00 -1.000000000000000000e+00
5.139400684543300457e+00 -1.000000000000000000e+00
2.765174179646347596e+00 -1.000000000000000000e+00
4.402341641177549114e+00 -1.000000000000000000e+00
3.315189909059686801e+00 -1.000000000000000000e+00
3.129202850818118442e+00 -1.000000000000000000e+00
3.421150335235584539e+00 -1.000000000000000000e+00
